,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
1001,"{'text': 'there should be a picture of someone', 'start': 0.08, 'duration': 5.04}","{'text': 'getting dialysis from their diabetes on', 'start': 2.24, 'duration': 4.8}","{'text': 'the side of a snickers bar we spoke', 'start': 5.12, 'duration': 4.0}","{'text': 'earlier about canada putting a warning', 'start': 7.04, 'duration': 3.679}","{'text': ""label on their beef we don't even have"", 'start': 9.12, 'duration': 2.88}","{'text': 'many warning labels on a pack of', 'start': 10.719, 'duration': 3.04}","{'text': ""cigarettes that's not a warning label on"", 'start': 12.0, 'duration': 3.2}","{'text': ""a reese's peanut butter cup there's no"", 'start': 13.759, 'duration': 2.961}","{'text': ""warning label on lay's potato chips and"", 'start': 15.2, 'duration': 2.48}","{'text': ""you're telling me they're going to put a"", 'start': 16.72, 'duration': 2.8}","{'text': ""warning label on beef it's interesting"", 'start': 17.68, 'duration': 3.599}","{'text': 'canada is considering this in their', 'start': 19.52, 'duration': 2.88}","{'text': ""parliament i think it's called the"", 'start': 21.279, 'duration': 2.881}","{'text': ""parliament in canada but it's crazy"", 'start': 22.4, 'duration': 4.08}","{'text': 'there should be a picture of someone who', 'start': 24.16, 'duration': 4.72}","{'text': ""is obese and can't do the things they"", 'start': 26.48, 'duration': 4.0}","{'text': 'want to do because of their obesity on', 'start': 28.88, 'duration': 3.28}","{'text': ""the side of a lay's potato chips bag"", 'start': 30.48, 'duration': 3.04}","{'text': 'there should be a picture of someone who', 'start': 32.16, 'duration': 5.28}","{'text': 'has lost a limb or toes to diabetes on', 'start': 33.52, 'duration': 5.52}","{'text': 'the side of', 'start': 37.44, 'duration': 4.639}","{'text': 'your pick of junk food', 'start': 39.04, 'duration': 3.039}",,,,,,,,,,,,,,
1002,"{'text': 'why are pharmaceutical commercials even', 'start': 0.08, 'duration': 4.239}","{'text': 'legal the united states and new zealand', 'start': 2.399, 'duration': 3.36}","{'text': 'are the only countries in the world that', 'start': 4.319, 'duration': 5.2}","{'text': 'allow this in 2021 over 5 billion', 'start': 5.759, 'duration': 6.721}","{'text': 'dollars were spent on pharmaceutical', 'start': 9.519, 'duration': 5.681}","{'text': 'commercials like this one how can this', 'start': 12.48, 'duration': 4.24}","{'text': 'be legal some people have changes in', 'start': 15.2, 'duration': 3.12}","{'text': 'behavior hostility agitation depressed', 'start': 16.72, 'duration': 2.8}","{'text': 'mood and suicidal thoughts or actions', 'start': 18.32, 'duration': 2.959}","{'text': 'while taking or after stopping more than', 'start': 19.52, 'duration': 3.759}","{'text': 'half of that commercial was warnings', 'start': 21.279, 'duration': 4.08}","{'text': 'about very serious psychiatric side', 'start': 23.279, 'duration': 4.481}","{'text': 'effects with a medication that may help', 'start': 25.359, 'duration': 4.561}","{'text': ""people quit smoking it's completely"", 'start': 27.76, 'duration': 3.599}","{'text': 'inappropriate for pharmaceutical', 'start': 29.92, 'duration': 3.28}","{'text': 'companies to directly market this to', 'start': 31.359, 'duration': 4.481}","{'text': 'consumers who have no training to', 'start': 33.2, 'duration': 4.72}","{'text': 'navigate these side effects versus the', 'start': 35.84, 'duration': 3.84}","{'text': 'benefits of this medication this is', 'start': 37.92, 'duration': 3.28}","{'text': 'completely inappropriate it should', 'start': 39.68, 'duration': 3.36}","{'text': 'absolutely be illegal and i strongly', 'start': 41.2, 'duration': 4.0}","{'text': 'believe it indicates serious corruption', 'start': 43.04, 'duration': 3.76}","{'text': 'within the pharmaceutical industry that', 'start': 45.2, 'duration': 6.08}","{'text': 'these remain legal in the united states', 'start': 46.8, 'duration': 4.48}",,,,,,,,,,,,
1003,"{'text': ""what's healthier sauna or broccoli"", 'start': 0.719, 'duration': 5.04}","{'text': 'broccoli contains plant defense', 'start': 3.919, 'duration': 3.92}","{'text': 'chemicals some people believe these', 'start': 5.759, 'duration': 3.92}","{'text': 'plant defense chemicals are a good', 'start': 7.839, 'duration': 3.601}","{'text': 'stressor on the human body', 'start': 9.679, 'duration': 3.761}","{'text': 'i say these plant defense chemicals are', 'start': 11.44, 'duration': 4.72}","{'text': 'harming you because they steal iodine', 'start': 13.44, 'duration': 5.52}","{'text': 'from your thyroid gland if you want a', 'start': 16.16, 'duration': 5.119}","{'text': 'true good stressor on the body why not', 'start': 18.96, 'duration': 4.64}","{'text': 'use something like a sauna to get heat', 'start': 21.279, 'duration': 4.721}","{'text': 'shock proteins and overall heat stress', 'start': 23.6, 'duration': 4.16}","{'text': ""something that isn't a molecule that"", 'start': 26.0, 'duration': 3.359}","{'text': 'goes in your body with negative side', 'start': 27.76, 'duration': 3.839}","{'text': 'effects and something that mimics heat', 'start': 29.359, 'duration': 3.521}","{'text': 'stress our ancestors would have', 'start': 31.599, 'duration': 3.441}","{'text': 'experienced for thousands of generations', 'start': 32.88, 'duration': 5.04}","{'text': 'in our history i think sauna is way', 'start': 35.04, 'duration': 4.96}","{'text': 'healthier than broccoli and that any', 'start': 37.92, 'duration': 4.479}","{'text': 'arguments of a good stress from broccoli', 'start': 40.0, 'duration': 4.719}","{'text': 'are untrue why not get this kind of', 'start': 42.399, 'duration': 4.241}","{'text': 'stress in your body and get rid of plant', 'start': 44.719, 'duration': 3.201}","{'text': 'defense chemicals get rid of this', 'start': 46.64, 'duration': 5.16}","{'text': ""broccoli you don't need it"", 'start': 47.92, 'duration': 3.88}",,,,,,,,,,,,,
1004,"{'text': ""what's more important diet or exercise"", 'start': 0.32, 'duration': 5.84}","{'text': 'obviously both of these are critical to', 'start': 4.08, 'duration': 3.92}","{'text': 'be an optimally healthy human but if i', 'start': 6.16, 'duration': 3.92}","{'text': 'had to prioritize one of these it would', 'start': 8.0, 'duration': 5.12}","{'text': 'be the quality of your diet i believe', 'start': 10.08, 'duration': 4.8}","{'text': 'that the foods you eat', 'start': 13.12, 'duration': 4.079}","{'text': 'are the single greatest lever in whether', 'start': 14.88, 'duration': 5.12}","{'text': 'you are healthy or ill even more', 'start': 17.199, 'duration': 5.92}","{'text': 'powerful than exercise in fact what is', 'start': 20.0, 'duration': 5.68}","{'text': 'the point of exercising without', 'start': 23.119, 'duration': 4.961}","{'text': 'correcting the quality of your diet that', 'start': 25.68, 'duration': 4.16}","{'text': 'will leave you nutrient depleted and', 'start': 28.08, 'duration': 3.359}","{'text': 'potentially filling your body with', 'start': 29.84, 'duration': 3.52}","{'text': 'processed sugars and seed oils which we', 'start': 31.439, 'duration': 3.921}","{'text': 'know are damaging for humans i think', 'start': 33.36, 'duration': 3.44}","{'text': 'that it is a much better route for', 'start': 35.36, 'duration': 3.92}","{'text': 'humans to start with a high quality diet', 'start': 36.8, 'duration': 5.2}","{'text': 'of organs meat fruit honey and raw dairy', 'start': 39.28, 'duration': 4.64}","{'text': 'giving your body the nutrients it needs', 'start': 42.0, 'duration': 3.6}","{'text': 'avoiding the toxins that will be', 'start': 43.92, 'duration': 4.4}","{'text': 'problematic for your body start with the', 'start': 45.6, 'duration': 5.119}","{'text': 'quality of your diet and i believe your', 'start': 48.32, 'duration': 4.239}","{'text': 'health and your vitality will follow', 'start': 50.719, 'duration': 5.601}","{'text': 'naturally from there', 'start': 52.559, 'duration': 3.761}",,,,,,,,,,,,
1005,"{'text': ""it's crazy that when most of us think"", 'start': 0.16, 'duration': 3.279}","{'text': 'about health food we run from stores', 'start': 1.52, 'duration': 4.4}","{'text': 'like this to restaurants like this mad', 'start': 3.439, 'duration': 5.12}","{'text': 'greens or salad places and we fill up on', 'start': 5.92, 'duration': 5.44}","{'text': 'plant leaves full of isothiocyanates', 'start': 8.559, 'duration': 4.801}","{'text': ""full of oxalates we'll have tons of"", 'start': 11.36, 'duration': 5.04}","{'text': 'defense chemicals and we douse those in', 'start': 13.36, 'duration': 4.96}","{'text': 'dressings that probably have seed oils', 'start': 16.4, 'duration': 3.6}","{'text': ""in them or maybe if we think we're doing"", 'start': 18.32, 'duration': 3.36}","{'text': 'good and getting some protein we put', 'start': 20.0, 'duration': 4.24}","{'text': 'meat on top of those that is cooked in', 'start': 21.68, 'duration': 3.759}","{'text': 'seed oils', 'start': 24.24, 'duration': 3.76}","{'text': 'why do we think this is healthy why do', 'start': 25.439, 'duration': 4.561}","{'text': 'we think eating plant leaves is healthy', 'start': 28.0, 'duration': 3.199}","{'text': ""don't just fill up your stomach to"", 'start': 30.0, 'duration': 3.04}","{'text': ""create satiety that's the wrong way to"", 'start': 31.199, 'duration': 4.241}","{'text': 'lose weight give your body the nutrients', 'start': 33.04, 'duration': 4.88}","{'text': 'it needs that creates a tidy up here you', 'start': 35.44, 'duration': 4.24}","{'text': ""don't lose weight by just eating filler"", 'start': 37.92, 'duration': 4.72}","{'text': 'food essentially cardboard plant leaves', 'start': 39.68, 'duration': 4.8}","{'text': 'full of defense chemicals you lose', 'start': 42.64, 'duration': 4.72}","{'text': 'weight by being satiated by combating', 'start': 44.48, 'duration': 5.599}","{'text': 'your hunger with nutrient-rich foods you', 'start': 47.36, 'duration': 7.76}","{'text': 'know what those are meat and organs', 'start': 50.079, 'duration': 5.041}",,,,,,,,,,,,
1006,"{'text': 'so many children today have diabetes', 'start': 0.24, 'duration': 4.72}","{'text': 'this is the angel wing for children with', 'start': 3.28, 'duration': 3.44}","{'text': 'diabetes at the university of arizona in', 'start': 4.96, 'duration': 3.92}","{'text': 'a pediatric center yes some kids have', 'start': 6.72, 'duration': 4.48}","{'text': 'type 1 diabetes diabetes is type 1 and', 'start': 8.88, 'duration': 4.24}","{'text': 'type 2 the number of children with type', 'start': 11.2, 'duration': 3.84}","{'text': '2 diabetes is increasing massively', 'start': 13.12, 'duration': 3.52}","{'text': 'because childhood obesity is out of', 'start': 15.04, 'duration': 3.92}","{'text': 'control because of the processed sugars', 'start': 16.64, 'duration': 4.24}","{'text': 'and seed oils that we feed our children', 'start': 18.96, 'duration': 4.88}","{'text': 'total garbage even type 1 diabetes an', 'start': 20.88, 'duration': 4.8}","{'text': 'autoimmune condition could be linked', 'start': 23.84, 'duration': 3.359}","{'text': 'with diet this is where i went to', 'start': 25.68, 'duration': 3.999}","{'text': 'medical school i did rotations here but', 'start': 27.199, 'duration': 4.16}","{'text': 'i was never challenged to ask these', 'start': 29.679, 'duration': 4.241}","{'text': 'questions so many children have diabetes', 'start': 31.359, 'duration': 4.001}","{'text': 'we need to do better for these children', 'start': 33.92, 'duration': 3.28}","{'text': ""we need to think about why they're"", 'start': 35.36, 'duration': 4.16}","{'text': 'getting diabetes rather than only', 'start': 37.2, 'duration': 4.0}","{'text': 'focusing on treatment of it with', 'start': 39.52, 'duration': 3.6}","{'text': 'pharmaceuticals that is where we will', 'start': 41.2, 'duration': 3.519}","{'text': 'really improve the lives of children for', 'start': 43.12, 'duration': 3.279}","{'text': 'many generations to come', 'start': 44.719, 'duration': 4.481}","{'text': 'the roots of these illnesses lie in diet', 'start': 46.399, 'duration': 4.0}","{'text': 'the roots of chronic illness for', 'start': 49.2, 'duration': 3.76}","{'text': 'children lies in diet we cannot ignore', 'start': 50.399, 'duration': 5.441}","{'text': 'this any longer', 'start': 52.96, 'duration': 2.88}",,,,,,,,,
1007,"{'text': 'that bone marrow all that goodness in', 'start': 0.08, 'duration': 5.44}","{'text': 'there all those good fats peptides', 'start': 2.32, 'duration': 4.959}","{'text': 'immune components that support the', 'start': 5.52, 'duration': 4.32}","{'text': 'immune system this is in the center of a', 'start': 7.279, 'duration': 4.801}","{'text': 'femur from a cow this kind of stuff', 'start': 9.84, 'duration': 4.08}","{'text': 'would never have been wasted by our', 'start': 12.08, 'duration': 3.439}","{'text': 'ancestors i always eat bone marrow when', 'start': 13.92, 'duration': 3.439}","{'text': 'i can get it sometimes i eat raw', 'start': 15.519, 'duration': 3.201}","{'text': ""sometimes i'll throw it on the grill"", 'start': 17.359, 'duration': 4.161}","{'text': ""it's full of epa dha odd chain fatty"", 'start': 18.72, 'duration': 4.719}","{'text': ""acids stearic acid it's full of alkyl"", 'start': 21.52, 'duration': 4.32}","{'text': ""glycerols it's full of adiponectin"", 'start': 23.439, 'duration': 3.84}","{'text': 'basically what you need to know is that', 'start': 25.84, 'duration': 2.96}","{'text': 'that is a unique source of amazing', 'start': 27.279, 'duration': 3.441}","{'text': 'nutrients i get it in my diet as much as', 'start': 28.8, 'duration': 3.759}","{'text': ""i can and when i can't get it here i'll"", 'start': 30.72, 'duration': 3.6}","{'text': 'get it in bone marrow and liver from', 'start': 32.559, 'duration': 3.121}","{'text': 'heart and soil supplements that has', 'start': 34.32, 'duration': 3.759}","{'text': 'liver and bone marrow but you can always', 'start': 35.68, 'duration': 3.76}","{'text': 'get bone marrow with one of these two', 'start': 38.079, 'duration': 3.041}","{'text': 'things go grill up some bone marrow let', 'start': 39.44, 'duration': 5.0}","{'text': 'me know what you think', 'start': 41.12, 'duration': 3.32}",,,,,,,,,,,,,,
1008,"{'text': 'pharmaceutical companies fund the', 'start': 0.0, 'duration': 4.0}","{'text': 'majority of medical research and studies', 'start': 1.76, 'duration': 3.84}","{'text': ""and what are doctors taught they're"", 'start': 4.0, 'duration': 3.359}","{'text': ""taught what's in the medical literature"", 'start': 5.6, 'duration': 3.919}","{'text': ""so it's no surprise that the majority of"", 'start': 7.359, 'duration': 4.24}","{'text': 'medical education is based around', 'start': 9.519, 'duration': 4.881}","{'text': 'pharmaceutical drugs aimed at treating', 'start': 11.599, 'duration': 4.881}","{'text': ""symptoms that don't actually really get"", 'start': 14.4, 'duration': 4.0}","{'text': 'to the root cause of an illness how can', 'start': 16.48, 'duration': 4.639}","{'text': 'we fix this well we need more funding', 'start': 18.4, 'duration': 5.039}","{'text': 'for actual nutritional studies things', 'start': 21.119, 'duration': 4.16}","{'text': 'looking at the root cause of an illness', 'start': 23.439, 'duration': 3.121}","{'text': 'things that are not based around', 'start': 25.279, 'duration': 3.201}","{'text': 'pharmaceuticals otherwise how will', 'start': 26.56, 'duration': 3.84}","{'text': 'doctors ever open their mind to the', 'start': 28.48, 'duration': 4.0}","{'text': 'power of diet and lifestyle to get to', 'start': 30.4, 'duration': 3.52}","{'text': ""the root cause of an illness they'll"", 'start': 32.48, 'duration': 2.8}","{'text': 'just be stuck in this paradigm that', 'start': 33.92, 'duration': 3.12}","{'text': ""they've always known they've never known"", 'start': 35.28, 'duration': 3.36}","{'text': 'anything different of prescribing', 'start': 37.04, 'duration': 3.6}","{'text': 'pharmaceuticals with side effects that', 'start': 38.64, 'duration': 4.4}","{'text': 'may have benefit in some cases but are', 'start': 40.64, 'duration': 3.68}","{'text': 'not addressing the root cause of an', 'start': 43.04, 'duration': 2.88}","{'text': 'illness i believe the changes in diet', 'start': 44.32, 'duration': 2.719}","{'text': 'and lifestyle should be the first', 'start': 45.92, 'duration': 2.56}","{'text': 'intervention that we always use in', 'start': 47.039, 'duration': 3.68}","{'text': 'medicine but how will we get there if', 'start': 48.48, 'duration': 3.68}","{'text': 'pharmaceutical companies continue to', 'start': 50.719, 'duration': 2.881}","{'text': 'fund the majority of medical research', 'start': 52.16, 'duration': 3.919}","{'text': 'studies', 'start': 53.6, 'duration': 2.479}",,,,,,
1009,"{'text': 'eating celery is a fantastic way to get', 'start': 0.08, 'duration': 4.719}","{'text': ""sunburned you've been told you should"", 'start': 3.12, 'duration': 3.04}","{'text': 'drink tons of celery juice that you', 'start': 4.799, 'duration': 3.601}","{'text': 'should eat celery but did you know that', 'start': 6.16, 'duration': 4.16}","{'text': 'celery is defended just like every other', 'start': 8.4, 'duration': 4.239}","{'text': ""vegetable it's a stem with leaves on it"", 'start': 10.32, 'duration': 4.479}","{'text': ""it's full of urano cumerans which"", 'start': 12.639, 'duration': 3.921}","{'text': 'accumulate in your skin and can cause', 'start': 14.799, 'duration': 4.001}","{'text': ""phototoxic injury when you're exposed to"", 'start': 16.56, 'duration': 4.0}","{'text': 'the sun does that sound like a superfood', 'start': 18.8, 'duration': 3.84}","{'text': ""for you don't believe me look at this"", 'start': 20.56, 'duration': 4.16}","{'text': 'case study a woman with phototoxic', 'start': 22.64, 'duration': 4.24}","{'text': 'injury she drank a bunch of celery juice', 'start': 24.72, 'duration': 3.92}","{'text': 'thinking she was super healthy and then', 'start': 26.88, 'duration': 3.76}","{'text': 'went in the sun and got burned on her', 'start': 28.64, 'duration': 6.0}","{'text': 'skin celery is total', 'start': 30.64, 'duration': 4.0}",,,,,,,,,,,,,,,,,,,,
1010,"{'text': 'i love cheese', 'start': 0.08, 'duration': 4.4}","{'text': 'especially raw cheeses like', 'start': 1.92, 'duration': 4.16}","{'text': 'parmigiano-reggiano', 'start': 4.48, 'duration': 4.079}","{'text': 'or grano-padano cheese is an incredibly', 'start': 6.08, 'duration': 4.4}","{'text': 'nutritious thing for humans to eat it', 'start': 8.559, 'duration': 4.16}","{'text': 'has many good fats in the dairy things', 'start': 10.48, 'duration': 4.8}","{'text': 'like stearic acid and 18-carbon', 'start': 12.719, 'duration': 4.241}","{'text': 'saturated fatty acid associated with fat', 'start': 15.28, 'duration': 3.759}","{'text': 'burning and lameness odd chain fatty', 'start': 16.96, 'duration': 3.84}","{'text': 'acids which are associated with', 'start': 19.039, 'duration': 3.521}","{'text': ""cognitive improvements in humans they're"", 'start': 20.8, 'duration': 3.28}","{'text': 'probably essential for humans and', 'start': 22.56, 'duration': 3.76}","{'text': ""they're found in dairy fats and animal"", 'start': 24.08, 'duration': 4.16}","{'text': 'fats quality cheeses like these also', 'start': 26.32, 'duration': 4.48}","{'text': 'contain vitamin k2 essential for', 'start': 28.24, 'duration': 5.6}","{'text': 'arterial health k2 is not found in very', 'start': 30.8, 'duration': 5.04}","{'text': 'many plant foods at all but it is found', 'start': 33.84, 'duration': 4.559}","{'text': 'in animal foods like cheese raw cheeses', 'start': 35.84, 'duration': 4.239}","{'text': 'like these are even found in a lot of', 'start': 38.399, 'duration': 3.521}","{'text': ""places that you can't get raw milk i'm"", 'start': 40.079, 'duration': 4.16}","{'text': 'in a run-of-the-mill grocery store in', 'start': 41.92, 'duration': 5.52}","{'text': 'rural costa rica and i found two raw', 'start': 44.239, 'duration': 5.041}","{'text': 'cheeses that are very high quality that', 'start': 47.44, 'duration': 3.279}","{'text': ""i'm going to be eating tonight include"", 'start': 49.28, 'duration': 3.599}","{'text': 'raw cheese or raw dairy in your diet if', 'start': 50.719, 'duration': 3.281}","{'text': 'you really want to thrive these are', 'start': 52.879, 'duration': 3.52}","{'text': 'great', 'start': 54.0, 'duration': 2.399}",,,,,,,,,
1011,"{'text': ""we don't live in hunter-gatherer times"", 'start': 0.24, 'duration': 3.52}","{'text': ""we don't wear wine class we're not out"", 'start': 2.24, 'duration': 3.119}","{'text': 'there hunting but imagine that you do', 'start': 3.76, 'duration': 3.76}","{'text': 'what are you sort of intuitively drawn', 'start': 5.359, 'duration': 3.681}","{'text': ""to in the wild well you're going to hunt"", 'start': 7.52, 'duration': 3.119}","{'text': 'animals we know this is true you ask the', 'start': 9.04, 'duration': 2.88}","{'text': ""odds of what is your favorite food it's"", 'start': 10.639, 'duration': 3.601}","{'text': 'meat what makes you happiest getting a', 'start': 11.92, 'duration': 3.759}","{'text': 'big kill what is the happiest day of', 'start': 14.24, 'duration': 2.959}","{'text': ""your life it's the day i kill and hunt"", 'start': 15.679, 'duration': 2.721}","{'text': 'the biggest animal bring it back to the', 'start': 17.199, 'duration': 3.441}","{'text': 'tribe what makes a good husband', 'start': 18.4, 'duration': 4.0}","{'text': 'you ask the women they say a good hunter', 'start': 20.64, 'duration': 3.68}","{'text': ""it's just very clear meat and hunting is"", 'start': 22.4, 'duration': 3.92}","{'text': ""the center of their life it's very clear"", 'start': 24.32, 'duration': 3.84}","{'text': ""when you're in the wilderness meat and"", 'start': 26.32, 'duration': 3.359}","{'text': 'organs eating the animal from nose to', 'start': 28.16, 'duration': 3.199}","{'text': 'tail and the fat', 'start': 29.679, 'duration': 3.281}","{'text': 'that that is what sustains us in terms', 'start': 31.359, 'duration': 4.641}","{'text': 'of nutrient density', 'start': 32.96, 'duration': 3.04}",,,,,,,,,,,,,,,,
1012,"{'text': ""don't trust me"", 'start': 0.0, 'duration': 3.52}","{'text': ""don't just take the information that i'm"", 'start': 1.92, 'duration': 3.28}","{'text': 'giving you and take it without', 'start': 3.52, 'duration': 3.68}","{'text': 'considering it without questioning it', 'start': 5.2, 'duration': 4.0}","{'text': 'without doing your own research and', 'start': 7.2, 'duration': 3.92}","{'text': 'thinking for yourself', 'start': 9.2, 'duration': 4.399}","{'text': 'i am not a guru i do not want to be your', 'start': 11.12, 'duration': 5.12}","{'text': 'guru i want to empower you to think for', 'start': 13.599, 'duration': 5.44}","{'text': 'yourself to be curious for yourself and', 'start': 16.24, 'duration': 5.039}","{'text': 'to ask questions that will improve your', 'start': 19.039, 'duration': 5.041}","{'text': 'own life your own health and lead to an', 'start': 21.279, 'duration': 4.641}","{'text': 'incredibly abundant quality of life long', 'start': 24.08, 'duration': 3.76}","{'text': 'term i believe that everyone has a', 'start': 25.92, 'duration': 4.48}","{'text': 'birthright to this optimal health', 'start': 27.84, 'duration': 4.32}","{'text': 'question the information from western', 'start': 30.4, 'duration': 3.999}","{'text': 'medicine from the mainstream media and', 'start': 32.16, 'duration': 4.72}","{'text': 'also from me and i do this work in the', 'start': 34.399, 'duration': 3.521}","{'text': 'hopes', 'start': 36.88, 'duration': 2.72}","{'text': 'that it will help you think outside of', 'start': 37.92, 'duration': 3.68}","{'text': 'the box perhaps consider a new paradigm', 'start': 39.6, 'duration': 4.08}","{'text': ""that you hadn't before but this is not"", 'start': 41.6, 'duration': 4.799}","{'text': 'gospel question it think for yourself do', 'start': 43.68, 'duration': 5.12}","{'text': 'your own research experiment in your own', 'start': 46.399, 'duration': 5.041}","{'text': 'life and find abundant health that is my', 'start': 48.8, 'duration': 5.68}","{'text': 'wish for you', 'start': 51.44, 'duration': 3.04}",,,,,,,,,,,
1013,"{'text': 'avocados great i love them avocado oil', 'start': 0.48, 'duration': 6.879}","{'text': ""not a fan at all here's why in 2020"", 'start': 3.919, 'duration': 5.281}","{'text': 'there was a study published on the', 'start': 7.359, 'duration': 5.28}","{'text': 'purity and quality of avocado oils sold', 'start': 9.2, 'duration': 5.439}","{'text': 'in the united states there were 22', 'start': 12.639, 'duration': 3.921}","{'text': 'samples checked and the results showed', 'start': 14.639, 'duration': 4.72}","{'text': 'that the majority of commercial samples', 'start': 16.56, 'duration': 5.76}","{'text': 'were oxidized that is rancid before', 'start': 19.359, 'duration': 4.801}","{'text': ""reaching the expiration date you don't"", 'start': 22.32, 'duration': 4.48}","{'text': 'want rancid oxidized oil and get this', 'start': 24.16, 'duration': 4.72}","{'text': 'this is the real kicker the results also', 'start': 26.8, 'duration': 4.879}","{'text': 'showed that adulteration with soybean', 'start': 28.88, 'duration': 6.4}","{'text': 'oil was found at levels near 100', 'start': 31.679, 'duration': 6.481}","{'text': 'in two extra virgin and one refined', 'start': 35.28, 'duration': 5.2}","{'text': 'sample of avocado oil with many of the', 'start': 38.16, 'duration': 3.919}","{'text': 'samples showing some level of', 'start': 40.48, 'duration': 3.759}","{'text': 'contamination with seed oils like', 'start': 42.079, 'duration': 4.0}","{'text': 'soybean oil why would you include this', 'start': 44.239, 'duration': 4.48}","{'text': ""in your diet it's rancid it's oxidized"", 'start': 46.079, 'duration': 4.64}","{'text': 'and much of it is cut with seed oils', 'start': 48.719, 'duration': 4.16}","{'text': 'that are harmful for humans use animal', 'start': 50.719, 'duration': 3.921}","{'text': 'fats like tallow and butter if you', 'start': 52.879, 'duration': 5.121}","{'text': 'really want to thrive', 'start': 54.64, 'duration': 3.36}",,,,,,,,,,,,,
1014,"{'text': 'look at what I found guys a snack stand', 'start': 0.0, 'duration': 3.6}","{'text': 'in the hospital you got banana', 'start': 1.74, 'duration': 4.26}","{'text': 'chocolates cake iced lemon cake', 'start': 3.6, 'duration': 5.16}","{'text': 'blueberry crumb muffins lemon cranberry', 'start': 6.0, 'duration': 5.099}","{'text': 'muffins', 'start': 8.76, 'duration': 3.6}","{'text': ""I don't even know what that is cream"", 'start': 11.099, 'duration': 3.42}","{'text': 'danishes carrot cake', 'start': 12.36, 'duration': 4.08}","{'text': 'chocolate cake raspberry cream Triple', 'start': 14.519, 'duration': 4.381}","{'text': 'Threat chocolate cake', 'start': 16.44, 'duration': 5.099}","{'text': 'well good for business in the hospital I', 'start': 18.9, 'duration': 4.82}","{'text': 'guess', 'start': 21.539, 'duration': 2.181}",,,,,,,,,,,,,,,,,,,,,,,,,
1015,"{'text': ""i'm gonna show you guys how to eat"", 'start': 0.0, 'duration': 2.879}","{'text': 'animal base for less than ten dollars a', 'start': 1.199, 'duration': 3.921}","{'text': 'day at any grocery store in the united', 'start': 2.879, 'duration': 4.241}","{'text': ""states i've got ground beef"", 'start': 5.12, 'duration': 4.88}","{'text': ""sixteen dollars for five pounds that's"", 'start': 7.12, 'duration': 4.639}","{'text': 'three dollars and twenty cents a pound i', 'start': 10.0, 'duration': 3.759}","{'text': ""can eat two pounds a day and we're up to"", 'start': 11.759, 'duration': 5.28}","{'text': 'six dollars and forty cents', 'start': 13.759, 'duration': 4.321}","{'text': 'organic', 'start': 17.039, 'duration': 2.641}","{'text': 'raw honey', 'start': 18.08, 'duration': 4.8}","{'text': '12.49 for two pounds comes out to around', 'start': 19.68, 'duration': 6.64}","{'text': '87 cents for three tablespoons a day a', 'start': 22.88, 'duration': 4.719}","{'text': 'pound of butter', 'start': 26.32, 'duration': 2.48}","{'text': 'six dollars', 'start': 27.599, 'duration': 4.881}","{'text': 'three tablespoons a day 66 cents', 'start': 28.8, 'duration': 5.439}","{'text': ""get some bananas i'll eat about three a"", 'start': 32.48, 'duration': 4.8}","{'text': 'day 60 cents', 'start': 34.239, 'duration': 4.401}","{'text': 'avocado', 'start': 37.28, 'duration': 3.84}","{'text': '89 cents', 'start': 38.64, 'duration': 6.56}","{'text': 'a bag of fuji apples comes out to 55', 'start': 41.12, 'duration': 7.439}","{'text': 'cents per apple one apple per day', 'start': 45.2, 'duration': 5.12}","{'text': ""don't tell me you can't afford this why"", 'start': 48.559, 'duration': 3.52}","{'text': 'would you spend ten dollars a day on', 'start': 50.32, 'duration': 4.0}","{'text': 'junk food or processed food or fast food', 'start': 52.079, 'duration': 3.761}","{'text': 'when you could spend ten dollars a day', 'start': 54.32, 'duration': 3.28}","{'text': 'on the most nutrient-rich foods on the', 'start': 55.84, 'duration': 5.359}","{'text': 'planet that leads to optimal health', 'start': 57.6, 'duration': 3.599}",,,,,,,,,
